BROAD_ID	CPD_NAME	CPD_NAME_TYPE	CPD_SAMPLE_ID	DOS_LIBRARY	SOURCE_NAME	CHEMIST_NAME	VENDOR_CATALOG_ID	CPD_SMILES	USERCOMMENT	pert_id	pert_iname
BRD-A09094913-001-02-3	strychnine	primary-common	SA58160	NA	MicroSource Discovery Systems Inc.	NA	1500651	O=C1CC2OCC=C3CN4CC[C@@]56C4C[C@@H]3[C@@H]2C5N1c1ccccc61	NA	BRD-A09094913	strychnine
BRD-A10355991-003-01-8	norketamine	to-be-curated	SA792682	NA	Tocris Bioscience	NA	1970	NC1(CCCCC1=O)c1ccccc1Cl	NA	BRD-A10355991	norketamine
BRD-A02710418-003-03-5	meptazinol	INN	SA83743	NA	Prestwick Chemical Inc.	NA	Prestw-1004	CCC1(CCCCN(C)C1)c1cccc(O)c1	NA	BRD-A02710418	meptazinol
BRD-A03623303-045-02-0	metoprolol tartrate	USAN	SA58385	NA	MicroSource Discovery Systems Inc.	NA	1500411	COCCc1ccc(OCC(O)CNC(C)C)cc1	NA	BRD-A03623303	metoprolol
BRD-A37432947-004-02-5	ipratropium	to-be-curated	SA82982	NA	Prestwick Chemical Inc.	NA	Prestw-575	CC(C)[N+]1(C)[C@@H]2CC[C@@H]1C[C@H](C2)OC(=O)C(CO)c1ccccc1	NA	BRD-A37432947	ipratropium
BRD-A43930669-003-01-0	L 368899	to-be-curated	SA792957	NA	Tocris Bioscience	NA	2641	Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C	NA	BRD-A43930669	L-368899
BRD-A41451487-001-01-3	PK-11195	primary-common	SA82586	NA	Biomol International Inc.	NA	CM-118	CCC(C)N(C)C(=O)c1cc2ccccc2c(n1)-c1ccccc1Cl	NA	BRD-A41451487	PK-11195
BRD-A25234499-001-04-3	aminoglutethimide	INN	SA58176	NA	MicroSource Discovery Systems Inc.	NA	1500115	CCC1(CCC(=O)NC1=O)c1ccc(N)cc1	NA	BRD-A25234499	aminoglutethimide
BRD-A41145729-001-02-7	METHOPRENE ACID	to-be-curated	SA82019	NA	Biomol International Inc.	NA	GR106	COC(C)(C)CCCC(C)C\C=C\C(C)=C\C(O)=O	NA	BRD-A41145729	methoprene-acid
BRD-A31195449-004-01-9	TCB2	to-be-curated	SA792937	NA	Tocris Bioscience	NA	2592	COc1cc(Br)c(OC)c2CC(CN)c12	NA	BRD-A31195449	TCB2
BRD-A23683907-334-01-0	NAS-181	to-be-curated	SA792478	NA	Tocris Bioscience	NA	1413	C(Oc1cccc2C=C(CN3CCOCC3)COc12)C1CNCCO1	NA	BRD-A23683907	NAS-181
BRD-A44133049-001-01-5	azasetron	primary-common	SA82468	NA	Biomol International Inc.	NA	NS-901	CN1C(=O)COc2c1cc(Cl)cc2C(=O)NC1CN2CCC1CC2	NA	BRD-A44133049	azasetron
BRD-A15415227-003-01-1	GW 1929	to-be-curated	SA792584	NA	Tocris Bioscience	NA	1664	CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)c1ccccn1	NA	BRD-A15415227	GW-1929
BRD-A14566392-004-03-5	scopolamine	to-be-curated	SA792479	NA	Tocris Bioscience	NA	1414	CN1C2CC(CC1C1OC21)OC(=O)C(CO)c1ccccc1	NA	BRD-A14566392	scopolamine
BRD-A41833852-001-01-9	naloxone	to-be-curated	SA792484	NA	Tocris Bioscience	NA	1419	Oc1ccc2CC3N(CC=C)CCC45C(Oc1c24)C(CCC35O)=NNC(=O)c1ccccc1	NA	BRD-A41833852	naloxone
BRD-A41722204-003-01-5	sulmazole	INN	SA63259	NA	Calbiochem	NA	419545	COc1cc(ccc1-c1nc2ccncc2[nH]1)S(C)=O	NA	BRD-A41722204	sulmazole
BRD-A35338386-001-04-6	5'-N-Ethylcarboxamidoadenosine	common	SA792593	NA	Tocris Bioscience	NA	1691	CCNC(=O)C1OC(C(O)C1O)n1cnc2c(N)ncnc12	NA	BRD-A35338386	NECA
BRD-A16665823-008-03-3	butoconazole	INN	SA83584	NA	Prestwick Chemical Inc.	NA	Prestw-408	Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1	NA	BRD-A16665823	butoconazole
BRD-A42167015-003-03-7	carteolol	INN	SA83586	NA	Prestwick Chemical Inc.	NA	Prestw-446	CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12	NA	BRD-A42167015	carteolol
BRD-A14395271-001-01-5	mesoridazine	INN	SA82601	NA	Biomol International Inc.	NA	NS-531	CN1CCCCC1CCN1c2ccccc2Sc2ccc(cc12)S(C)=O	NA	BRD-A14395271	mesoridazine
BRD-A23723433-001-01-2	taxol	to-be-curated	SA792331	NA	Tocris Bioscience	NA	1097	CC(=O)OC1C2=C(C)C(CC(O)(C(OC(=O)c3ccccc3)C3C4(COC4CC(O)C3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)C(O)C(NC(=O)c1ccccc1)c1ccccc1	NA	BRD-A23723433	paclitaxel
BRD-A16694057-001-02-7	BADGE	primary-common	SA82185	NA	Biomol International Inc.	NA	GR-244	CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1	NA	BRD-A16694057	BADGE
BRD-A42759514-001-03-1	ornidazole	INN	SA83170	NA	Prestwick Chemical Inc.	NA	Prestw-164	Cc1ncc(n1CC(O)CCl)[N+]([O-])=O	NA	BRD-A42759514	ornidazole
BRD-A36267905-003-02-8	buphenine	INN	SA58409	NA	MicroSource Discovery Systems Inc.	NA	1500445	CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1	NA	BRD-A36267905	buphenine
BRD-A44008656-036-04-3	doxylamine	INN	SA58289	NA	MicroSource Discovery Systems Inc.	NA	1500267	CN(C)CCOC(C)(c1ccccc1)c1ccccn1	NA	BRD-A44008656	doxylamine
BRD-K79124250-001-03-0	ioxaglic acid	INN	SA83731	NA	Prestwick Chemical Inc.	NA	Prestw-1062	CNC(=O)c1c(I)c(N(C)C(C)=O)c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(O)=O)c(I)c(C(=O)NCCO)c2I)c1I	NA	BRD-K79124250	ioxaglic-acid
BRD-A41941932-001-03-0	vitexin	primary-common	SA83558	NA	Prestwick Chemical Inc.	NA	Prestw-661	OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)c1c(O)cc(O)c2c1oc(cc2=O)-c1ccc(O)cc1	NA	BRD-A41941932	vitexin
BRD-A32164164-048-01-4	methyl-lycaconitine	to-be-curated	SA792285	NA	Tocris Bioscience	NA	1029	CCN1CC2(COC(=O)c3ccccc3N3C(=O)CC(C)C3=O)CCC(OC)C34C5CC6C(OC)C5C(O)(CC6OC)C(O)(C(OC)C23)C14	NA	BRD-A32164164	methyllycaconitine
BRD-A43974499-066-01-1	reboxetine	to-be-curated	SA792688	NA	Tocris Bioscience	NA	1982	CCOc1ccccc1OC(C1CNCCO1)c1ccccc1	NA	BRD-A43974499	reboxetine
BRD-A29426959-050-04-1	carbinoxamine	INN	SA58207	NA	MicroSource Discovery Systems Inc.	NA	1500161	CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1	NA	BRD-A29426959	carbinoxamine
BRD-A36074203-003-03-5	remacemide	to-be-curated	SA792567	NA	Tocris Bioscience	NA	1622	CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1	NA	BRD-A36074203	remacemide
BRD-A29437505-001-01-6	RWJ 21757	to-be-curated	SA792992	NA	Tocris Bioscience	NA	2719	Nc1nc2n(C3OC(CO)C(O)C3O)c(=O)n(CC=C)c2c(=O)[nH]1	NA	BRD-A29437505	RWJ-21757
BRD-K14441456-001-01-2	AG 556	to-be-curated	SA792057	NA	Tocris Bioscience	NA	616	Oc1ccc(C=C(C#N)C(=O)NCCCCc2ccccc2)cc1O	NA	BRD-K14441456	tyrphostin-AG-556
BRD-K62609077-001-02-2	scoulerine	primary-common	SA83125	NA	Prestwick Chemical Inc.	NA	Prestw-601	COc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(OC)c4O	NA	BRD-K62609077	scoulerine
BRD-K16444452-001-03-4	ibudilast	common	SA792595	NA	Tocris Bioscience	NA	1694	CC(C)C(=O)c1c(nn2ccccc12)C(C)C	NA	BRD-K16444452	ibudilast
BRD-K04414442-001-03-4	SB 222200	to-be-curated	SA792463	NA	Tocris Bioscience	NA	1393	CC[C@H](NC(=O)c1c(C)c(nc2ccccc12)-c1ccccc1)c1ccccc1	NA	BRD-K04414442	SB-222200
BRD-A98378129-001-01-4	talniflumate	to-be-curated	SA792902	NA	Tocris Bioscience	NA	2510	FC(F)(F)c1cccc(Nc2ncccc2C(=O)OC2OC(=O)c3ccccc23)c1	NA	BRD-A98378129	talniflumate
BRD-K72703948-001-01-0	ZM447439	primary-common	SA442628	NA	ChemieTek	NA	NA	COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1	NA	BRD-K72703948	ZM-447439
BRD-K01292756-001-06-0	pimozide	INN	SA82101	NA	Biomol International Inc.	NA	AC-109	Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1	NA	BRD-K01292756	pimozide
BRD-K10974103-001-03-9	diloxanide furoate	USP	SA83707	NA	Prestwick Chemical Inc.	NA	Prestw-903	CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1	NA	BRD-K10974103	diloxanide
BRD-K66353228-001-05-4	zoxazolamine	INN	SA83440	NA	Prestwick Chemical Inc.	NA	Prestw-328	Nc1nc2cc(Cl)ccc2o1	NA	BRD-K66353228	zoxazolamine
BRD-A98702003-304-02-2	carbenoxolone	INN	SA59362	NA	MicroSource Discovery Systems Inc.	NA	1502005	CC1(C)[C@H](CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O	NA	BRD-A98702003	carbenoxolone
BRD-K64341947-003-01-6	CFM 1571	to-be-curated	SA792935	NA	Tocris Bioscience	NA	2586	COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1	NA	BRD-K64341947	CFM-1571
BRD-A36151937-001-01-2	genistin	primary-common	SA63240	NA	EMD Biosciences	NA	345836	OCC1OC(Oc2cc(O)c3c(c2)occ(-c2ccc(O)cc2)c3=O)C(O)C(O)C1O	NA	BRD-A36151937	genistein
BRD-K05977355-001-02-6	fluconazole	INN	SA59792	NA	MicroSource Discovery Systems Inc.	NA	1503975	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	NA	BRD-K05977355	fluconazole
BRD-K17415526-001-02-7	tyrphostin AG 835	primary-common	SA792039	NA	Tocris Bioscience	NA	579	C[C@H](NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N)c1ccccc1	NA	BRD-K17415526	tyrphostin-AG-835
BRD-K06221026-001-03-5	DuP 697	to-be-curated	SA792489	NA	Tocris Bioscience	NA	1430	CS(=O)(=O)c1ccc(cc1)-c1cc(Br)sc1-c1ccc(F)cc1	NA	BRD-K06221026	DUP-697
BRD-K66944906-001-02-6	fraxidin methyl ether	primary-common	SA57991	NA	MicroSource Discovery Systems Inc.	NA	100572	COc1cc2ccc(=O)oc2c(OC)c1OC	NA	BRD-K66944906	fraxidin
BRD-K64236792-002-03-2	austricine	common	SA82857	NA	Prestwick Chemical Inc.	NA	Prestw-681	C[C@H]1[C@H]2[C@H](OC1=O)[C@H]1C(C)=CC(=O)C1=C(C)C[C@@H]2O	NA	BRD-K64236792	austricine
BRD-K15522385-003-01-0	cinanserin	common	SA791986	NA	Tocris Bioscience	NA	460	CN(C)CCCSc1ccccc1NC(=O)C=Cc1ccccc1	NA	BRD-K15522385	cinanserin
BRD-K13169950-001-04-5	5-nitroso-8-cinnolinol	primary-common	SA792908	NA	Tocris Bioscience	NA	2521	Oc1ccc([N+][O-])c2cccnc12	NA	BRD-K13169950	NSC-3852
BRD-K14821540-001-02-1	FCCP	primary-common	SA82246	NA	Biomol International Inc.	NA	CM120	FC(F)(F)Oc1ccc(NN=C(C#N)C#N)cc1	NA	BRD-K14821540	FCCP
BRD-K66404838-003-03-8	nalbuphine	INN	SA83016	NA	Prestwick Chemical Inc.	NA	Prestw-118	O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CCC1)c45	NA	BRD-K66404838	nalbuphine
BRD-K11107424-001-01-1	tiotidine	to-be-curated	SA792164	NA	Tocris Bioscience	NA	826	CNC(NCCSCc1csc(N=C(N)N)n1)=NC#N	NA	BRD-K11107424	tiotidine
BRD-K64402243-001-01-1	ivachtin	to-be-curated	SA792954	NA	Tocris Bioscience	NA	2636	CC(=O)OCCN1C(=O)c2c(C1=O)c1cc(ccc1nc2C)S(=O)(=O)N1CCOCC1	NA	BRD-K64402243	ivachtin
BRD-K43797669-001-02-3	genistein	primary-common	SA36891	NA	AnalytiCon Discovery GmbH	NA	NP-001561	Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O	NA	BRD-K43797669	genistein
BRD-K15086322-103-01-0	JNJ 10191584	to-be-curated	SA792857	NA	Tocris Bioscience	NA	2441	CN1CCN(CC1)C(=O)c1nc2ccc(Cl)cc2[nH]1	NA	BRD-K15086322	JNJ-10191584
BRD-K14765469-003-02-3	vesamicol	primary-common	SA83662	NA	Prestwick Chemical Inc.	NA	Prestw-920	O[C@@H]1CCCC[C@H]1N1CCC(CC1)c1ccccc1	NA	BRD-K14765469	vesamicol
BRD-A47633927-001-01-8	NPC 15199	to-be-curated	SA792089	NA	Tocris Bioscience	NA	675	CC(C)CC(NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O	NA	BRD-A47633927	NPC-15199
BRD-K62810658-001-05-6	PD 98059	primary-common	SA82309	NA	Biomol International Inc.	NA	EI-360	COc1cccc(-c2cc(=O)c3ccccc3o2)c1N	NA	BRD-K62810658	PD-98059
BRD-K68341547-003-01-6	W-9	to-be-curated	SA791942	NA	Tocris Bioscience	NA	370	NCCCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1	NA	BRD-K68341547	W-9
BRD-K65285700-001-01-5	GP 1a	to-be-curated	SA793003	NA	Tocris Bioscience	NA	2764	Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NN2CCCCC2)c1	NA	BRD-K65285700	GP-1a
BRD-K64670467-001-01-2	JNJ 16259685	to-be-curated	SA792821	NA	Tocris Bioscience	NA	2333	COC1CCC(CC1)C(=O)c1ccc2nc3OCCCc3cc2c1	NA	BRD-K64670467	JNJ-16259685
BRD-K10705233-001-01-4	GW-405833	primary-common	SA792831	NA	Tocris Bioscience	NA	2374	COc1ccc2n(C(=O)c3cccc(Cl)c3Cl)c(C)c(CCN3CCOCC3)c2c1	NA	BRD-K10705233	GW-405833
BRD-K67261995-001-03-4	adipiodone	INN	SA83730	NA	Prestwick Chemical Inc.	NA	Prestw-939	OC(=O)c1c(I)cc(I)c(NC(=O)CCCCC(=O)Nc2c(I)cc(I)c(C(O)=O)c2I)c1I	NA	BRD-K67261995	adipiodone
BRD-K37312348-001-05-1	kenpaullone	primary-common	SA753176	NA	Biomol International Inc.	NA	NA	Brc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1	NA	BRD-K37312348	kenpaullone
BRD-K68143200-001-04-2	NSC95397	common	SA792541	NA	Tocris Bioscience	NA	1547	OCCSC1=C(SCCO)C(=O)c2ccccc2C1=O	NA	BRD-K68143200	NSC-95397
BRD-K67080878-001-05-5	milrinone	INN	SA792517	NA	Tocris Bioscience	NA	1504	Cc1[nH]c(=O)c(cc1-c1ccncc1)C#N	NA	BRD-K67080878	milrinone
BRD-K61323504-001-02-4	SB-225002	primary-common	SA792993	NA	Tocris Bioscience	NA	2725	Oc1cc(ccc1NC(=O)Nc1ccccc1Br)[N+]([O-])=O	NA	BRD-K61323504	SB-225002
BRD-K07762753-001-03-6	aminopurvalanol A	common	SA753179	NA	Calbiochem	NA	NA	CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1	NA	BRD-K07762753	aminopurvalanol-a
BRD-K14965640-001-03-3	S-(+)-ibuprofen	primary-common	SA83677	NA	Prestwick Chemical Inc.	NA	Prestw-907	CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O	NA	BRD-K14965640	ibuprofen-(S)
BRD-K68336408-001-03-4	tyrphostin AG-1478	primary-common	SA753170	NA	Broad Institute of MIT and Harvard	Steve Haggarty	NA	COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC	NA	BRD-K68336408	tyrphostin-AG-1478
BRD-K68873215-001-01-3	phosphodiesterase V inhibitor II	primary-common	SA63498	NA	Calbiochem	NA	524714	CCCCN1C(=O)[C@H]2Cc3c([nH]c4ccccc34)[C@@H](N2C1=O)c1ccc(OC)cc1	NA	BRD-K68873215	phosphodiesterase-V-inhibitor-II
BRD-K04185004-003-03-6	oxybuprocaine	INN	SA83439	NA	Prestwick Chemical Inc.	NA	Prestw-57	CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC	NA	BRD-K04185004	oxybuprocaine
BRD-K05906022-001-02-8	limonin	primary-common	SA38492	NA	AnalytiCon Discovery GmbH	NA	NP-009924	CC1(C)O[C@H]2CC(=O)OC[C@@]22[C@H]1CC(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@@H](OC(=O)[C@H]3O[C@@]123)c1ccoc1	NA	BRD-K05906022	limonin
BRD-K11911061-003-02-8	GR 127935	to-be-curated	SA792507	NA	Tocris Bioscience	NA	1477	COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1N1CCN(C)CC1	NA	BRD-K11911061	GR-127935
BRD-K00824317-001-03-0	fludroxycortide	INN	SA83563	NA	Prestwick Chemical Inc.	NA	Prestw-645	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	NA	BRD-K00824317	fludroxycortide
BRD-K17693482-001-03-9	2-[(3-pyridinylcarbonyl)amino]ethyl acetate	to-be-curated	SA791947	NA	Tocris Bioscience	NA	385	CC(=O)OCCNC(=O)c1cccnc1	NA	BRD-K17693482	BRD-K17693482
BRD-K64044582-001-02-8	linoleamide	to-be-curated	SA82007	NA	Biomol International Inc.	NA	FA023	CCCCC\C=C/C\C=C/CCCCCCCC(N)=O	NA	BRD-K64044582	linoleamide
BRD-K61250553-001-02-9	loperamide	INN	SA82082	NA	Biomol International Inc.	NA	AC-110	CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1	NA	BRD-K61250553	loperamide
BRD-K93201660-001-05-7	ML-7	primary-common	SA753165	NA	Broad Institute of MIT and Harvard	Steve Haggarty	NA	Ic1cccc2c(cccc12)S(=O)(=O)N1CCCNCC1	NA	BRD-K93201660	ML-7
BRD-K09549677-300-01-8	mibefradil	common	SA792761	NA	Tocris Bioscience	NA	2198	COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C	NA	BRD-K09549677	mibefradil
BRD-K76064317-001-04-0	tyrphostin AG 1296	primary-common	SA82172	NA	Biomol International Inc.	NA	EI303	COc1cc2ncc(nc2cc1OC)-c1ccccc1	NA	BRD-K76064317	tyrphostin-AG-1296
BRD-K68246049-001-01-4	TTNPB	to-be-curated	SA792135	NA	Tocris Bioscience	NA	761	CC(=Cc1ccc(cc1)C(O)=O)c1ccc2c(c1)C(C)(C)CCC2(C)C	NA	BRD-K68246049	TTNPB
BRD-K62221994-001-01-8	T 98475	to-be-curated	SA792906	NA	Tocris Bioscience	NA	2519	CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(c(CN(C)Cc3ccccc3)c2c1=O)-c1ccc(NC(=O)C(C)C)cc1	NA	BRD-K62221994	T-98475
BRD-K08109516-001-01-1	L-701,324	to-be-curated	SA82422	NA	Biomol International Inc.	NA	AC-405	Oc1c(-c2cccc(Oc3ccccc3)c2)c(=O)[nH]c2cc(Cl)ccc12	NA	BRD-K08109516	L-701324
BRD-K63150726-001-01-3	JTE 907	to-be-curated	SA792882	NA	Tocris Bioscience	NA	2479	CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4OCOc4c3)c(=O)[nH]c12	NA	BRD-K63150726	JTE-907
BRD-K01663662-003-03-8	difenidol	INN	SA83430	NA	Prestwick Chemical Inc.	NA	Prestw-252	OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1	NA	BRD-K01663662	diphenidol
BRD-K63979671-001-03-6	etifenin	INN	SA83392	NA	Prestwick Chemical Inc.	NA	Prestw-504	CCc1cccc(CC)c1NC(=O)CN(CC(O)=O)CC(O)=O	NA	BRD-K63979671	etifenin
BRD-K77947974-001-04-9	fluspirilene	INN	SA82073	NA	Biomol International Inc.	NA	AC-116	Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(F)cc1	NA	BRD-K77947974	fluspirilene
BRD-K71534238-001-03-5	GW9508	primary-common	SA792961	NA	Tocris Bioscience	NA	2649	OC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1	NA	BRD-K71534238	GW-9508
BRD-K68332390-001-03-3	ponalrestat	INN	SA792177	NA	Tocris Bioscience	NA	847	OC(=O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12	NA	BRD-K68332390	ponalrestat
BRD-K62353524-001-01-8	DY131	to-be-curated	SA792783	NA	Tocris Bioscience	NA	2266	CCN(CC)c1ccc(C=NNC(=O)c2ccc(O)cc2)cc1	NA	BRD-K62353524	DY-131
BRD-K74913225-001-03-3	brinzolamide	INN	SA83583	NA	Prestwick Chemical Inc.	NA	Prestw-365	CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(N)(=O)=O	NA	BRD-K74913225	brinzolamide
BRD-K09764130-001-02-6	MEAD ethanolamide	primary-common	SA82018	NA	Biomol International Inc.	NA	FA027	CCCCCCCC\C=C/C\C=C/C\C=C/CCCC(=O)NCCO	NA	BRD-K09764130	mead-ethanolamide
BRD-K64729807-001-02-3	AGC	common	SA81962	NA	Biomol International Inc.	NA	G221	CC(=O)N[C@@H](CSC\C=C(/C)CCC=C(C)C)C(O)=O	NA	BRD-K64729807	acetyl-geranyl-cysteine
BRD-K77695569-001-04-5	tiabendazole	INN	SA59287	NA	MicroSource Discovery Systems Inc.	NA	1500570	c1nc(cs1)-c1nc2ccccc2[nH]1	NA	BRD-K77695569	tiabendazole
BRD-K67017579-001-13-3	cilostazol	INN	SA792594	NA	Tocris Bioscience	NA	1692	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	NA	BRD-K67017579	cilostazol
BRD-K70799801-311-02-7	quinidine gluconate	USP	SA83173	NA	Prestwick Chemical Inc.	NA	Prestw-280	COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1	NA	BRD-K70799801	quinidine
BRD-A97454584-001-02-0	nadolol	INN	SA82812	NA	Prestwick Chemical Inc.	NA	Prestw-818	CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12	NA	BRD-A97454584	nadolol
BRD-K14221570-236-01-1	benzopurpurine 4B	primary-common	SA63424	NA	Calbiochem	NA	199500	Cc1cc(ccc1N=Nc1cc(c2ccccc2c1N)S(O)(=O)=O)-c1ccc(N=Nc2cc(c3ccccc3c2N)S(O)(=O)=O)c(C)c1	NA	BRD-K14221570	benzopurpurin-4b
BRD-K15715913-001-01-5	fluperlapine	primary-common	SA82456	NA	Biomol International Inc.	NA	NS-109	CN1CCN(CC1)C1=Nc2cc(F)ccc2Cc2ccccc12	NA	BRD-K15715913	fluperlapine
BRD-K16485616-001-01-4	mocetinostat	USAN	SA68084	NA	Broad Institute CMLD	NA	NA	Nc1ccccc1NC(=O)c1ccc(CNc2nccc(n2)-c2cccnc2)cc1	NA	BRD-K16485616	mocetinostat
BRD-K67298865-001-02-5	SB-431542	primary-common	SA82323	NA	Biomol International Inc.	NA	EI314	NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCOc2c1	NA	BRD-K67298865	SB-431542
BRD-K71731651-001-01-9	PNU 120596	to-be-curated	SA792893	NA	Tocris Bioscience	NA	2498	COc1cc(OC)c(NC(=O)Nc2cc(C)on2)cc1Cl	NA	BRD-K71731651	PNU-120596
BRD-K61463582-001-02-3	3-methoxycholanthrene	primary-common	SA59082	NA	MicroSource Discovery Systems Inc.	NA	330007	Cc1ccc2cc3c(ccc4ccccc34)c3CCc1c23	NA	BRD-K61463582	BRD-K61463582
BRD-K05901394-001-01-1	terguride	INN	SA82668	NA	Biomol International Inc.	NA	AC-839	CCN(CC)C(=O)N[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1	NA	BRD-K05901394	terguride
BRD-K23623876-001-01-6	DFB	to-be-curated	SA792568	NA	Tocris Bioscience	NA	1625	Fc1cccc(C=NN=Cc2cccc(F)c2)c1	NA	BRD-K23623876	decafluorobutane
BRD-K71799949-001-04-2	carbamazepine	INN	SA58205	NA	MicroSource Discovery Systems Inc.	NA	1500159	NC(=O)N1c2ccccc2C=Cc2ccccc12	NA	BRD-K71799949	carbamazepine
BRD-K73700643-001-01-3	N-Acetyltryptamine	to-be-curated	SA37368	NA	AnalytiCon Discovery GmbH	NA	NP-003067	CC(=O)NCCc1c[nH]c2ccccc12	NA	BRD-K73700643	BRD-K73700643
BRD-A97730597-003-03-2	hexylcaine	INN	SA83607	NA	Prestwick Chemical Inc.	NA	Prestw-788	CC(CNC1CCCCC1)OC(=O)c1ccccc1	NA	BRD-A97730597	hexylcaine
BRD-K13819402-003-02-9	desoxypeganine	primary-common	SA59038	NA	MicroSource Discovery Systems Inc.	NA	1505243	C1CN2Cc3ccccc3N=C2C1	NA	BRD-K13819402	desoxypeganine
BRD-K12932420-001-01-5	YM 976	to-be-curated	SA792646	NA	Tocris Bioscience	NA	1821	CCc1ccc2c(nc(=O)n(CC)c2n1)-c1cccc(Cl)c1	NA	BRD-K12932420	YM-976
BRD-K73109821-001-05-2	diazoxide	INN	SA82065	NA	Biomol International Inc.	NA	KC-115	CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1	NA	BRD-K73109821	diazoxide
BRD-K17896185-001-01-2	FIT	to-be-curated	SA792509	NA	Tocris Bioscience	NA	1480	CCC(=O)N(C1CCN(CCc2ccc(cc2)N=C=S)CC1)c1ccccc1	NA	BRD-K17896185	FIT
BRD-K71860425-001-01-1	Cdk2/5 inhibitor	common	SA63306	NA	Calbiochem	NA	219448	Nc1cc(Nc2ccc(cc2)S(N)(=O)=O)ncn1	NA	BRD-K71860425	CDK2-5-inhibitor
BRD-K62289640-003-01-9	lylamine	to-be-curated	SA792732	NA	Tocris Bioscience	NA	2139	CC(C)c1ccc2c(CC[C@H]3[C@](C)(CN)CCC[C@]23C)c1	NA	BRD-K62289640	lylamine
BRD-K63089472-001-02-7	farnesylthioacetic acid	common	SA81998	NA	Biomol International Inc.	NA	G222	CC(C)=CCC\C(C)=C\CC\C(C)=C\CSCC(O)=O	NA	BRD-K63089472	farnesylthioacetic-acid
